Review,Sentiment
"Awesome product very happy to hold this. Better In hand feel,matte finish.Good camera, Brighter screen with Dynamic Island, USB-C, great battery life.60Hz display is a dealbreaker for some.Its not much noticeable.Thank u Flipkart for the best deal and quick delivery.",Positive
"Just loved the product , colour , design is wow and camera is amazing , just clicked first picture of my grandmother   in portrait mode and results r here in front of you guys",Positive
Best mobile phoneCamera quality is very niceBattery backup is very goodSound quality is amazing.,Positive
Simply premium.,Neutral
I love this phone. The camera is amazing: its I am so happy,Positive
Thanks Flipkart I m glad such a beautiful iPhone 15,Positive
for me its 10 out of 10,Neutral
best camera and battery is also very goodIn love with dynamic IslandType-c charging is very fast.Overall best phone,Positive
Awesome camra quality superb camra,Positive
Simply Awesome,Positive
This is my first iphone ever used loving it already this is worth it,Positive
Awesome phone powerful performance and battery backup are also very good no heating issue,Positive
Using this Iphone 15 from 1month and it has best Camera,Positive
Camera quality top notch,Positive
"The iPhone 15 exceeded my expectations in every way possible. The sleek design, stunning display, and lightning-fast performance make it a standout device in the smartphone market. The camera quality is unparalleled, capturing every moment with incredible detail and clarity. Plus, the battery life is impressive, easily lasting me throughout the day.With the added bonus of a great deal and discount, purchasing the iPhone 15 from Flipkart was an absolute steal.",Positive
Awesome quality I am very happy. Thank you Flipkart.,Positive
Simply wow wow wow,Positive
moving from android to apple is a surreal experience. still apple could focus on more flexibility towards the apps.,Positive
Camera is just wow. All classes clicks are done at night....phone Performance is awesome.... I'm writing now again for review...it's really maintained its premium image,Positive
A Perfect Smartphone,Positive
Their is nothing to explain about Apple iPhone nowadays everyone knows when ur comes to iPhone 15 is just amazing,Positive
Best for regular usage,Positive
Amezing  camera and all over best phone,Positive
48 megapixel is litThin bessels compared to 14Lesser in weightDynamic Island works perfectlyGood battery backup My rating 5/5,Neutral
Absolutely gorgeous,Positive
It's performance is super and nice camera also a ok battery backup..,Positive
It looks so good in my hand !.......WAU?,Positive
Only 90fps is needAnd best phone of the year goes to this phone,Positive
Such a amazing phone,Positive
Camera is so good,Positive
Nice photo,Positive
Very nice productwe loved the phone very much,Positive
Loved this product,Positive
Camera is good but not too good like other camera phone.Performance is good but missed 90hz display.Battery is good enough for a day use.Sound is quite awesome like no other phonesRest phone is good to go for.,Positive
A perfect n balanced phone . Was thinking of switching to ios from last two years and yeah its worth buying the black beauty .,Positive
"Great Experience Flipkart I am giving 10 of 10 Camera, Sound, Screen... Transportation Mi note 9 pro Max to Iphone 15 .",Positive
Absolutely premium product..just wow,Positive
The camera quality is just awesome ..just like DSLR,Positive
"Just upgraded from iphone 12 to 15 and I totally loved this 15 series.Camera:- No doubt iphones camera are best of any other smartphone, primary camera is now 48mp which gives quite sharp images, 2x in portrait mode is definitely a game changer in base varient.Battery:- 3349 mAH is quite better as compared to older versions.Performance:- Apple improve performance by introducing A-16 bionic chip, no doubt performance is on top.Display:- In display we get dynamic island which gives phone mo...READ MORE",Positive
Great for photography nd videographyEspecially inbuilt 2x zoom helps a lot which is missing in previous basic models,Positive
Nice Product Thanks for FlipkartCamera 10/10Battery 8/10Display 10/10,Positive
As Expected,Neutral
I was sceptical of online purchase but I was wrong I got what I orderedBest phone ever,Negative
"I have recently switched from Android to ios, it does feel very strange at the beginning but now I am getting habitual to the iosIt is really very nice and feels premium. The camera is also very nice. I am fully satisfied with this purchase.",Positive
Pic Quality Awesome,Positive
"This mobile is phenomenal, I like the camera most",Positive
"Just ok like any other premium android phone. Sound is just fantastic and face unlock feature is more convenient than fingerprint scanner. Battery backup is more than android 5000 mah battery. This is my frist iPhone, migrated from android due to chipset heating problem in Google tensor chip and Samsung exonys processsor.",Positive
Switch from android to iPhoneJust wow. Camera and battery backup is outstanding for daily use,Positive
I have been using this phone since two months.And this phone is amazing.Camera- 10/10Display- 10/10Performance- 10/10Battery- 9.5/10,Neutral
Best in class..! Superb camera and performance. Fine grip.,Positive
Meet my expectations!,Neutral
Amazing one_____,Positive
It's amazing nd also the delivery boy was very humble.,Positive
Really its the best and richest design,Positive
Awesome...,Positive
Writing this review after extensive usage. Hope it helps interested buyers decide.1. Display:- 4/5 (Great display but limited to 60Hz in 2023-24)2. Camera:- 4/5 (Great cameras but no telephoto at this price segment but this time Apple really nailed it with the 15 series 24mp shots are very sharp and detailed)3. Performance:- 5/5 (One of the fastest SOC available right now)4. Battery:- 3/5 (Average battery life also charger not included in the box and still charges slowly with the 20w bric...READ MORE,Positive
